phase,measure,ms
both,query,3.4344
both,query,4.8193
both,query,4.4035
both,query,3.0541
both,query,3.3111
both,query,5.3514
both,query,4.1856
both,query,5.8723
both,query,2.7798
both,query,6.9643
both,query,2.9091
both,query,7.3332
both,query,2.5002
both,query,5.9853
both,query,17.8587
both,query,1.6321
both,query,5.7187
both,query,7.0139
both,query,7.8719
both,query,22.3707
both,query,7.7276
both,query,2.7473
both,query,7.6407
both,query,7.2722
both,query,4.7665
both,query,6.2957
both,query,5.1292
both,query,3.9970
both,query,2.7027
both,query,4.6868
both,query,8.4375
both,query,3.2935
both,query,4.4247
both,query,3.2637
both,query,3.4564
both,query,4.2101
both,query,4.4336
both,query,3.3534
both,query,3.8731
both,query,4.6641
both,query,8.3272
both,query,7.4156
both,query,2.4748
both,query,2.2422
both,query,6.5836
both,query,1.4047
both,query,4.9471
both,query,6.4812
both,query,3.1926
both,query,9.3531
both,query,2.8152
both,query,5.4724
both,query,4.7385
both,query,4.1050
both,query,4.3918
both,query,6.8469
both,query,2.7766
both,query,2.8247
both,query,5.9906
both,query,4.2406
both,query,5.8667
both,query,4.3681
both,query,5.4712
both,query,6.4972
both,query,5.6327
both,query,4.5245
both,query,5.9277
both,query,2.9874
both,query,1.8026
both,query,4.0846
both,query,2.4223
both,query,6.1561
both,query,7.9413
both,query,5.8833
both,query,4.3872
both,query,2.2765
both,query,4.7191
both,query,2.9086
both,query,4.0751
both,query,2.0763
both,query,4.6565
both,query,4.2193
both,query,6.5412
both,query,4.2884
both,query,9.3776
both,query,5.8375
both,query,2.7208
both,query,3.3969
both,query,26.7642
both,query,3.5213
both,query,3.0164
both,query,4.7415
both,query,3.3809
both,query,5.0900
both,query,3.1288
both,query,3.9996
both,query,2.0677
both,query,1.5006
both,query,4.7021
both,query,3.9360
both,query,4.1562
both,query,4.2317
both,query,4.5295
both,query,3.3642
both,query,11.0824
both,query,2.1364
both,query,4.6661
both,query,4.1440
both,query,2.2894
both,query,6.2466
both,query,7.2502
both,query,2.2791
both,query,4.9140
both,query,8.9163
both,query,4.7107
both,query,7.9661
both,query,5.0065
both,query,6.6592
both,query,5.5021
both,query,7.5596
both,query,3.1902
both,query,6.8102
both,query,11.1966
both,query,6.9494
both,query,5.8762
both,query,4.5943
both,query,1.5579
both,query,4.5026
both,query,4.3651
both,query,2.2616
both,query,3.0420
both,query,4.3009
both,query,3.1809
both,query,3.6776
both,query,3.2480
both,query,4.3749
both,query,2.6272
both,query,2.8437
both,query,1.6902
both,query,2.6498
both,query,9.3259
both,query,4.6059
both,query,4.2105
both,query,5.3257
both,query,4.9019
both,query,4.4923
both,query,4.3572
both,query,9.5085
both,query,6.5530
both,query,6.2085
both,query,5.7396
both,query,7.0951
both,query,3.3175
both,query,4.2207
both,query,5.2477
both,query,8.6701
both,query,2.4738
both,query,4.6983
both,query,4.9045
both,query,8.8847
both,query,5.8420
both,query,5.8859
both,query,3.5740
both,query,4.3562
both,query,3.3209
both,query,2.3593
both,query,6.5103
both,query,3.3952
both,query,3.5506
both,query,1.9180
both,query,4.8966
both,query,4.8145
both,query,3.6768
both,query,3.0429
both,query,4.7639
both,query,4.5286
both,query,3.6723
both,query,3.3247
both,query,4.8610
both,query,3.3323
both,query,8.3899
both,query,3.4466
both,query,5.3637
both,query,2.7793
both,query,3.5502
both,query,2.6322
both,query,2.2599
both,query,2.3594
both,query,3.4951
both,query,5.1928
both,query,2.5334
both,query,2.2110
both,query,3.1223
both,query,3.4329
both,query,4.0642
both,query,3.7058
both,query,5.2841
both,query,3.1885
both,query,4.8958
both,query,4.2843
both,query,5.2302
both,query,2.4397
both,query,5.3955
both,query,4.5105
both,query,3.6291
both,query,4.3573
both,query,5.9549
both,query,3.6075
both,query,4.3346
both,query,3.5500
both,query,3.5784
both,query,4.4691
both,query,2.6295
both,query,3.7091
both,query,4.2175
both,query,4.8646
both,query,3.1614
both,query,4.0916
both,query,9.5922
both,query,6.7553
both,query,2.6380
both,query,7.4647
both,query,3.6036
both,query,3.3655
both,query,3.0089
both,query,6.6400
both,query,4.7756
both,query,6.3425
both,query,6.0071
both,query,10.4831
both,query,3.9672
both,query,3.9487
both,query,3.7766
both,query,2.9757
both,query,5.6537
both,query,5.1365
both,query,3.8006
both,query,5.8088
both,query,3.7065
both,query,5.6772
both,query,9.1024
both,query,8.7564
both,query,4.8773
both,query,5.2867
both,query,5.6326
both,query,6.3970
both,query,8.0906
both,query,7.8362
both,query,7.4127
both,query,5.6040
both,query,11.1385
both,query,4.5828
both,query,1.7975
both,query,3.1006
both,query,1.9281
both,query,2.0930
both,query,6.0712
both,query,2.1067
both,query,5.8763
both,query,5.9463
both,query,10.2727
both,query,5.9054
both,query,9.7187
both,query,4.6806
both,query,3.3857
both,query,3.6532
both,query,2.3393
both,query,3.8186
both,query,7.8602
both,query,3.6660
both,query,4.0057
both,query,7.9132
both,query,3.7004
both,query,6.7613
both,query,5.3139
both,query,4.1323
both,query,2.9338
both,query,2.9277
both,query,4.2547
both,query,19.7363
both,query,2.9039
both,query,4.6389
both,query,2.7633
both,query,1.6416
both,query,5.3421
both,query,3.8989
both,query,3.4720
both,query,5.7681
both,query,11.6578
both,query,6.7713
both,query,7.1012
both,query,4.6756
both,query,3.3092
both,query,4.4715
both,query,4.4306
both,query,5.1785
both,query,3.0315
both,query,11.4103
both,query,4.7534
both,query,5.2128
both,query,4.5347
both,query,4.1366
both,query,3.6733
both,query,2.1361
both,query,10.1673
both,query,3.9582
both,query,4.3136
both,query,3.4404
both,query,3.3629
both,query,2.8491
both,query,4.6605
both,query,8.6569
both,query,4.1289
both,query,6.2941
both,query,8.5044
both,query,3.4250
both,query,8.9990
both,query,2.4251
both,query,3.8048
both,query,4.5795
both,query,6.1924
both,query,4.5545
both,query,2.5329
both,query,1.7206
both,query,2.1879
both,query,22.9044
both,query,2.4615
both,query,1.9280
both,query,16.7683
both,query,1.9864
both,query,7.9849
both,query,8.4993
both,query,5.7455
both,query,7.7475
both,query,10.1463
both,query,2.5063
both,query,3.5265
both,query,5.1407
both,query,2.5228
both,query,2.3755
both,query,4.7910
both,query,8.8248
both,query,3.3703
both,query,3.8153
both,query,3.7514
both,query,5.8652
both,query,2.3251
both,query,2.5100
both,query,9.7689
both,query,5.1171
both,query,6.6377
both,query,2.9756
both,query,3.0225
both,query,4.7572
both,query,10.0531
both,query,4.8247
both,query,3.9687
both,query,9.6425
both,query,3.5386
both,query,2.6578
both,query,2.5623
both,query,3.7892
both,query,4.2539
both,query,6.4554
both,query,2.6752
both,query,5.0316
both,query,4.0424
both,query,4.2955
both,query,3.5190
both,query,1.6591
both,query,4.0132
both,query,4.2020
both,query,3.1289
both,query,3.5315
both,query,4.0695
both,query,2.7450
both,query,3.9260
both,query,3.7338
both,query,3.9108
both,query,4.9673
both,query,1.3770
both,query,2.2049
both,query,7.8097
both,query,4.1123
both,query,5.9249
both,query,3.7928
both,query,3.0627
both,query,4.6983
both,query,4.0874
both,query,2.5543
both,query,7.6583
both,query,4.5231
both,query,3.2857
both,query,3.3785
both,query,2.2640
both,query,2.0143
both,query,3.5821
both,query,1.1732
both,query,2.6180
both,query,4.7512
both,query,2.9527
both,query,4.3574
both,query,4.3360
both,query,5.3285
both,query,4.6089
both,query,2.1385
both,query,2.8474
both,query,2.3353
both,query,3.7731
both,query,3.1179
both,query,8.8703
both,query,6.0634
both,query,8.7685
both,query,2.4554
both,query,3.6763
both,query,4.9030
both,query,4.4533
both,query,8.2919
both,query,5.9537
both,query,5.6255
both,query,7.2321
both,query,4.7060
both,query,5.7285
both,query,4.2169
both,query,2.9883
both,query,3.0420
both,query,3.0454
both,query,9.2037
both,query,7.7430
both,query,4.8031
both,query,2.2943
both,query,4.2924
both,query,6.0964
both,query,5.6784
both,query,4.4357
both,query,3.3745
both,query,4.1697
both,query,3.5664
both,query,2.9208
both,query,4.0799
both,query,7.8382
both,query,5.2604
both,query,6.5037
both,query,4.4054
both,query,4.9677
both,query,2.9672
both,query,3.0423
both,query,5.7504
both,query,7.7674
both,query,8.8557
both,query,9.7036
both,query,14.9448
both,query,3.0713
both,query,4.1562
both,query,3.5710
both,query,3.8961
both,query,3.3265
both,query,8.0651
both,query,6.5040
both,query,2.8260
both,query,4.6277
both,query,5.6366
both,query,5.4151
both,query,2.4529
both,query,5.5118
both,query,9.9631
both,query,3.7212
both,query,2.6488
both,query,3.0905
both,query,2.7301
both,query,6.7326
both,query,3.6970
both,query,5.6911
both,query,7.6100
both,query,4.5124
both,query,5.7093
both,query,3.6330
both,query,1.6817
both,query,8.6099
both,query,9.3191
both,query,3.1553
both,query,4.0980
both,query,3.2520
both,query,4.9746
both,query,4.3340
both,query,4.7315
both,query,5.1935
both,query,4.6955
both,query,2.2371
both,query,7.9312
both,query,5.5815
both,query,3.4414
both,query,4.0577
both,query,4.4504
both,query,5.5362
both,query,5.7717
both,query,3.8516
both,query,3.5756
both,query,4.8323
both,query,4.2805
both,query,4.8324
both,query,2.3660
both,query,5.7365
both,query,10.4619
both,query,2.2732
both,query,3.7925
both,query,3.3302
both,query,5.4925
both,query,3.7723
both,query,12.4895
both,query,25.2026
both,query,5.5527
both,query,3.1927
both,query,5.1473
both,query,6.0015
both,query,4.7568
both,query,5.2995
both,query,4.4459
both,query,5.4128
both,query,5.6690
both,query,2.5594
both,query,2.4716
both,query,5.0906
both,query,3.9709
both,query,5.9292
both,query,3.2472
both,query,9.0374
both,query,2.5021
both,query,1.8572
both,query,5.5590
both,query,3.4026
both,query,5.9991
both,query,8.2085
both,query,6.9662
both,query,2.8227
both,query,4.1149
both,query,3.7521
both,query,4.2071
both,query,3.2913
both,query,2.9686
both,query,6.3580
both,query,5.3990
both,query,5.7030
both,query,5.3135
both,query,3.4761
both,query,5.7137
both,query,2.9510
both,query,5.0445
both,query,6.0790
both,query,6.7321
both,query,4.9635
both,query,5.4231
both,query,6.6305
both,query,5.6813
both,query,5.1175
both,query,3.9659
both,query,2.1814
both,query,3.0804
both,query,6.6696
both,query,4.4001
both,query,6.1838
both,query,7.4093
both,query,6.1605
both,query,6.0194
both,query,7.1978
both,query,3.4701
both,query,9.1171
both,query,4.8132
both,query,3.4604
both,query,6.1219
both,query,5.1809
both,query,3.6610
both,query,3.7241
both,query,5.8235
both,query,3.8378
both,query,4.6008
both,query,1.9107
both,query,8.6731
both,query,3.1730
both,query,4.3314
both,query,2.2558
both,query,2.5990
both,query,2.4374
both,query,8.5030
both,query,4.0154
both,query,3.8813
both,query,2.1519
both,query,4.4483
both,query,4.6187
both,query,5.0168
both,query,2.5206
both,query,1.3667
both,query,5.0260
