phase,measure,ms
both,query,7.7858
both,query,8.0003
both,query,3.5393
both,query,5.3888
both,query,4.5704
both,query,6.2200
both,query,3.5387
both,query,2.8889
both,query,2.3483
both,query,5.9989
both,query,13.8328
both,query,2.8847
both,query,3.6615
both,query,9.6269
both,query,12.4979
both,query,3.6610
both,query,8.2596
both,query,2.4388
both,query,7.6304
both,query,3.0671
both,query,3.3054
both,query,4.6394
both,query,1.9433
both,query,6.3900
both,query,8.0680
both,query,13.8557
both,query,4.4454
both,query,1.9143
both,query,3.5003
both,query,2.8080
both,query,3.2524
both,query,2.7560
both,query,4.0082
both,query,6.5425
both,query,2.8606
both,query,2.5477
both,query,5.3612
both,query,5.3088
both,query,6.4306
both,query,3.8550
both,query,4.3441
both,query,6.5356
both,query,2.4377
both,query,2.8758
both,query,3.7251
both,query,5.0894
both,query,10.0351
both,query,5.2191
both,query,7.5432
both,query,6.1801
both,query,4.5281
both,query,4.5435
both,query,4.9820
both,query,2.7414
both,query,5.6088
both,query,5.3565
both,query,4.1287
both,query,2.8827
both,query,2.4602
both,query,3.9757
both,query,3.0787
both,query,18.3070
both,query,3.4205
both,query,4.1368
both,query,3.9562
both,query,5.4118
both,query,7.4771
both,query,3.7091
both,query,6.2644
both,query,3.7429
both,query,6.0233
both,query,4.9606
both,query,9.1427
both,query,1.8520
both,query,5.9975
both,query,3.5761
both,query,5.9331
both,query,2.6142
both,query,4.7281
both,query,4.3829
both,query,3.8068
both,query,7.7787
both,query,4.5999
both,query,2.0782
both,query,3.9397
both,query,2.5576
both,query,5.2763
both,query,8.6497
both,query,3.4789
both,query,4.7586
both,query,4.2077
both,query,5.4090
both,query,4.6203
both,query,3.9137
both,query,7.5884
both,query,2.5728
both,query,4.7152
both,query,2.5004
both,query,13.0895
both,query,6.6182
both,query,10.7349
both,query,4.1349
both,query,9.8310
both,query,6.6967
both,query,5.0335
both,query,4.7518
both,query,4.9204
both,query,2.9397
both,query,3.6466
both,query,1.5287
both,query,4.1602
both,query,3.1642
both,query,3.0854
both,query,1.8597
both,query,5.1928
both,query,7.9907
both,query,1.8568
both,query,5.8405
both,query,19.4490
both,query,8.3464
both,query,3.9803
both,query,4.1575
both,query,4.3423
both,query,4.9205
both,query,4.1667
both,query,3.1475
both,query,6.3897
both,query,6.9057
both,query,2.2436
both,query,2.9439
both,query,2.1444
both,query,2.2737
both,query,2.1750
both,query,10.5817
both,query,4.8363
both,query,1.9203
both,query,3.4002
both,query,4.8622
both,query,5.0246
both,query,3.6905
both,query,2.8488
both,query,2.8906
both,query,6.0186
both,query,2.9100
both,query,5.7314
both,query,5.5273
both,query,4.7001
both,query,7.9416
both,query,3.5051
both,query,5.2668
both,query,3.9721
both,query,4.1520
both,query,2.9236
both,query,3.1186
both,query,4.9078
both,query,3.7806
both,query,4.4902
both,query,2.2819
both,query,1.6679
both,query,5.8998
both,query,4.2722
both,query,8.9618
both,query,3.5986
both,query,5.2929
both,query,4.0487
both,query,3.8143
both,query,1.8563
both,query,5.4192
both,query,2.6492
both,query,4.8558
both,query,3.8147
both,query,3.6781
both,query,3.2887
both,query,3.5401
both,query,6.9436
both,query,4.1620
both,query,5.2894
both,query,8.4229
both,query,5.4772
both,query,3.6909
both,query,2.4684
both,query,6.5780
both,query,2.2769
both,query,2.8891
both,query,2.7268
both,query,3.8007
both,query,4.8511
both,query,3.7079
both,query,3.1906
both,query,3.2489
both,query,2.1713
both,query,2.7434
both,query,5.7320
both,query,6.7159
both,query,4.1755
both,query,4.6250
both,query,4.3850
both,query,1.9502
both,query,2.1721
both,query,11.5380
both,query,3.4296
both,query,3.2181
both,query,3.2638
both,query,3.9723
both,query,4.4941
both,query,5.6810
both,query,4.8449
both,query,6.5107
both,query,2.3701
both,query,2.5871
both,query,4.4222
both,query,3.9210
both,query,2.5177
both,query,7.7006
both,query,4.0511
both,query,6.6895
both,query,4.6539
both,query,8.8927
both,query,6.0500
both,query,8.5134
both,query,4.2324
both,query,1.9793
both,query,2.9546
both,query,5.5089
both,query,12.5199
both,query,3.8641
both,query,3.3989
both,query,4.4012
both,query,3.1675
both,query,2.3411
both,query,7.1621
both,query,3.5237
both,query,2.8612
both,query,7.7516
both,query,3.3900
both,query,4.1330
both,query,6.5200
both,query,2.7233
both,query,5.7241
both,query,6.2182
both,query,1.7506
both,query,5.1765
both,query,6.4829
both,query,2.5268
both,query,3.5367
both,query,2.0758
both,query,5.2230
both,query,1.8287
both,query,4.1236
both,query,4.4424
both,query,11.5178
both,query,3.9557
both,query,4.0649
both,query,7.2624
both,query,1.6768
both,query,3.6882
both,query,3.4408
both,query,4.7553
both,query,2.3706
both,query,3.9036
both,query,9.2488
both,query,3.6224
both,query,2.3450
both,query,5.7820
both,query,3.4974
both,query,4.4371
both,query,2.6244
both,query,5.5878
both,query,5.8113
both,query,4.7857
both,query,2.1395
both,query,7.3817
both,query,3.9442
both,query,4.7361
both,query,3.9363
both,query,5.8867
both,query,4.8700
both,query,2.8612
both,query,6.4171
both,query,2.2361
both,query,3.1943
both,query,1.7481
both,query,5.0236
both,query,4.4497
both,query,1.8786
both,query,2.8315
both,query,5.3077
both,query,4.8858
both,query,4.3046
both,query,4.2818
both,query,1.8567
both,query,4.2634
both,query,3.8917
both,query,4.7280
both,query,5.2902
both,query,3.4084
both,query,4.6128
both,query,4.3037
both,query,3.1110
both,query,3.6900
both,query,6.2551
both,query,3.1566
both,query,7.3447
both,query,1.7223
both,query,4.8354
both,query,3.3923
both,query,4.3772
both,query,7.0993
both,query,4.2669
both,query,1.9080
both,query,1.7527
both,query,2.4852
both,query,1.9403
both,query,7.5547
both,query,4.9176
both,query,3.3553
both,query,7.5345
both,query,2.6213
both,query,1.8962
both,query,5.6477
both,query,4.9371
both,query,6.1556
both,query,7.5367
both,query,4.5932
both,query,4.7688
both,query,4.6127
both,query,4.3036
both,query,3.3896
both,query,6.8040
both,query,4.4836
both,query,4.0208
both,query,7.9638
both,query,2.6586
both,query,14.5809
both,query,2.6312
both,query,4.4099
both,query,4.5410
both,query,2.5015
both,query,4.0838
both,query,5.5712
both,query,4.3735
both,query,5.5972
both,query,2.4937
both,query,4.1153
both,query,4.4441
both,query,1.5842
both,query,2.2287
both,query,2.9502
both,query,3.3582
both,query,6.8984
both,query,7.3178
both,query,3.8346
both,query,5.3906
both,query,5.5510
both,query,1.9397
both,query,4.2496
both,query,5.7542
both,query,2.4764
both,query,5.7064
both,query,1.8714
both,query,6.6719
both,query,4.6680
both,query,6.3563
both,query,6.1147
both,query,4.2881
both,query,5.7393
both,query,6.1285
both,query,3.7815
both,query,6.3963
both,query,5.3126
both,query,3.4166
both,query,2.7158
both,query,3.3231
both,query,2.9587
both,query,7.1432
both,query,5.0137
both,query,6.7267
both,query,5.0080
both,query,6.5917
both,query,2.6615
both,query,4.4841
both,query,4.3979
both,query,8.9642
both,query,14.0989
both,query,3.2477
both,query,4.9774
both,query,4.4772
both,query,5.2114
both,query,6.0483
both,query,4.1180
both,query,6.2973
both,query,4.9934
both,query,5.9188
both,query,4.5848
both,query,3.4922
both,query,5.2495
both,query,6.0248
both,query,7.7384
both,query,6.6594
both,query,19.5839
both,query,2.4304
both,query,3.1869
both,query,1.9307
both,query,6.8308
both,query,6.5239
both,query,5.0457
both,query,7.3657
both,query,2.4096
both,query,2.1108
both,query,3.3769
both,query,2.7693
both,query,5.5143
both,query,5.2897
both,query,7.3923
both,query,6.0798
both,query,4.6473
both,query,8.7268
both,query,6.1549
both,query,4.8515
both,query,6.5963
both,query,2.8546
both,query,3.4234
both,query,3.0316
both,query,2.8361
both,query,4.9826
both,query,3.9365
both,query,4.9721
both,query,6.0860
both,query,4.5587
both,query,3.0163
both,query,5.3653
both,query,7.2582
both,query,1.8490
both,query,2.7251
both,query,3.9701
both,query,4.1327
both,query,1.3824
both,query,4.2340
both,query,3.2610
both,query,4.8059
both,query,2.6060
both,query,1.4642
both,query,3.3558
both,query,6.9044
both,query,3.4914
both,query,3.4840
both,query,2.6907
both,query,3.1460
both,query,5.8930
both,query,3.2506
both,query,3.3738
both,query,8.6091
both,query,5.2226
both,query,8.7174
both,query,4.1895
both,query,8.5523
both,query,3.9630
both,query,4.8732
both,query,2.2915
both,query,4.5681
both,query,10.0117
both,query,11.9014
both,query,6.3581
both,query,2.9755
both,query,3.7090
both,query,5.4552
both,query,7.3559
both,query,3.9594
both,query,4.0832
both,query,3.2757
both,query,2.9693
both,query,4.6677
both,query,5.1242
both,query,4.9664
both,query,1.5471
both,query,5.7887
both,query,7.9118
both,query,7.5939
both,query,3.9009
both,query,6.4104
both,query,4.8404
both,query,3.7651
both,query,7.6496
both,query,5.6661
both,query,4.6626
both,query,4.1220
both,query,7.4100
both,query,4.0642
both,query,7.8748
both,query,5.7739
both,query,3.6146
both,query,2.7029
both,query,5.4827
both,query,2.8416
both,query,3.4684
both,query,9.0642
both,query,7.9078
both,query,10.8526
both,query,5.2710
both,query,19.5596
both,query,2.8914
both,query,2.9266
both,query,1.4514
both,query,3.0463
both,query,3.1365
both,query,7.2070
both,query,8.4796
both,query,23.4792
both,query,3.1594
both,query,2.0915
both,query,5.5806
both,query,1.4794
both,query,3.8355
both,query,5.0885
both,query,4.8849
both,query,5.3118
both,query,4.7950
both,query,9.0689
both,query,4.0414
both,query,2.4735
both,query,3.3959
both,query,3.8578
both,query,4.1515
both,query,3.8822
both,query,4.1301
both,query,2.4480
both,query,6.6274
both,query,3.9571
both,query,4.6893
both,query,2.3789
both,query,3.5615
both,query,1.6808
both,query,1.5868
both,query,20.7266
both,query,4.2935
both,query,4.2390
both,query,3.6511
both,query,3.7713
both,query,3.2856
both,query,6.6074
both,query,5.1420
both,query,3.8260
both,query,3.6287
both,query,5.3627
both,query,2.9073
both,query,3.6549
both,query,2.6829
both,query,4.6482
both,query,4.2368
both,query,6.2409
both,query,4.2811
both,query,3.5464
both,query,8.0590
both,query,6.4001
both,query,7.7563
both,query,2.6319
both,query,4.6269
both,query,3.9653
both,query,2.1565
both,query,2.9375
both,query,5.6392
both,query,3.4067
both,query,4.7418
both,query,7.9538
both,query,4.3741
both,query,4.0672
both,query,6.0973
both,query,5.5984
both,query,5.2372
both,query,5.4964
both,query,5.1307
both,query,2.6624
both,query,3.8411
both,query,4.2193
both,query,4.8365
both,query,7.6283
both,query,4.7900
both,query,5.6971
both,query,6.7159
both,query,3.8970
both,query,4.8022
both,query,12.1751
both,query,2.1262
both,query,4.6954
both,query,3.9260
both,query,2.9513
both,query,2.9505
both,query,2.8600
both,query,3.6542
both,query,2.5855
both,query,3.6724
both,query,2.7853
both,query,2.7574
both,query,2.7171
both,query,2.1826
both,query,2.5038
both,query,3.5226
both,query,3.0382
both,query,3.4812
both,query,5.4872
both,query,4.3598
both,query,3.9599
both,query,4.8725
both,query,6.3715
both,query,2.9716
both,query,2.5329
both,query,5.0178
both,query,5.4071
both,query,3.1355
both,query,4.4760
both,query,7.7561
both,query,1.5266
both,query,6.2477
both,query,3.4602
both,query,3.8618
both,query,6.9955
both,query,8.8007
both,query,5.9943
both,query,5.3512
both,query,11.8927
both,query,9.9326
both,query,4.2165
both,query,11.6061
both,query,3.7794
both,query,4.6008
both,query,2.8983
both,query,5.4794
both,query,3.4968
both,query,5.9887
both,query,4.4435
both,query,4.2280
both,query,5.5282
both,query,3.3151
both,query,6.7310
both,query,4.7203
both,query,6.4063
both,query,5.0059
both,query,5.5254
both,query,3.8260
both,query,3.8423
both,query,13.9959
both,query,4.4715
both,query,5.9134
both,query,2.8523
both,query,3.8653
both,query,4.5593
both,query,4.0640
both,query,5.9938
both,query,6.5024
both,query,2.7493
both,query,2.5184
both,query,6.6848
both,query,6.6889
both,query,3.3462
both,query,2.1276
both,query,5.2040
both,query,6.6252
both,query,4.1523
both,query,7.8091
both,query,6.1009
both,query,5.9452
both,query,2.0537
both,query,8.9428
both,query,4.1715
both,query,12.5572
both,query,4.0114
both,query,1.9728
both,query,4.0756
both,query,2.5561
both,query,3.6794
both,query,4.3619
both,query,6.2674
both,query,5.6388
both,query,9.5524
both,query,3.2523
both,query,3.5265
both,query,3.2477
both,query,5.2599
both,query,1.6548
both,query,5.4679
both,query,8.6374
both,query,3.6720
both,query,8.6881
both,query,4.6790
both,query,3.2357
both,query,4.4183
both,query,3.7167
both,query,4.7483
both,query,4.4425
both,query,3.9120
both,query,2.8367
both,query,5.2357
both,query,2.7419
both,query,3.7984
both,query,3.5145
both,query,4.9067
both,query,5.7326
both,query,3.6314
both,query,14.6104
both,query,3.3127
both,query,1.9872
both,query,2.0125
both,query,2.3771
both,query,4.0780
both,query,4.0858
both,query,4.5552
both,query,4.6743
both,query,2.0372
both,query,4.7909
both,query,8.5928
both,query,6.4577
both,query,5.4933
both,query,5.4187
both,query,5.6119
both,query,8.2683
both,query,6.7566
both,query,2.1545
both,query,3.0575
both,query,2.1960
both,query,3.0206
both,query,4.0155
both,query,2.1756
both,query,2.7368
both,query,2.2869
both,query,4.0096
both,query,2.6147
both,query,3.5963
both,query,4.8103
both,query,2.1428
both,query,3.4231
both,query,4.0898
both,query,3.1548
both,query,2.8033
both,query,3.3511
both,query,4.9789
both,query,6.0006
both,query,1.5563
both,query,4.8803
both,query,3.6985
both,query,3.9369
both,query,4.1856
both,query,3.4463
both,query,5.1906
both,query,4.4822
both,query,2.7611
both,query,4.7745
both,query,5.0723
both,query,4.4692
both,query,2.8748
both,query,2.6933
both,query,2.8864
both,query,6.2751
both,query,3.2280
both,query,3.7729
both,query,3.5479
both,query,4.6818
both,query,3.1807
both,query,4.1320
both,query,3.9562
both,query,3.9097
both,query,3.8246
both,query,2.4015
both,query,3.6729
both,query,5.0350
both,query,9.6627
both,query,3.0064
both,query,2.4155
both,query,2.9200
both,query,8.7540
both,query,3.1992
both,query,4.8486
both,query,6.9824
both,query,1.7943
both,query,6.0243
both,query,9.2836
both,query,8.1037
both,query,5.1021
both,query,5.0927
both,query,6.7261
both,query,5.5236
both,query,4.4892
both,query,2.3094
both,query,3.8519
both,query,2.5338
both,query,3.6815
both,query,7.4352
both,query,5.2392
both,query,3.9401
both,query,4.3549
both,query,3.3773
both,query,1.6434
both,query,5.4441
both,query,3.6684
both,query,4.7847
both,query,6.3449
both,query,3.7469
both,query,5.6091
both,query,3.9889
both,query,5.7833
both,query,4.9002
both,query,2.2314
both,query,4.2355
both,query,2.3132
both,query,4.4417
both,query,4.7837
both,query,5.9129
both,query,2.7710
both,query,6.7148
both,query,6.4019
both,query,2.6911
both,query,3.3485
both,query,3.0194
both,query,6.4450
both,query,5.4890
both,query,4.6767
both,query,8.7544
both,query,6.2219
both,query,3.5157
both,query,3.9938
both,query,4.1578
both,query,6.3848
both,query,3.0587
both,query,4.6008
both,query,8.0296
both,query,3.1075
both,query,2.8596
both,query,3.9345
both,query,4.4566
both,query,3.8992
both,query,3.0987
both,query,4.2500
both,query,1.9336
both,query,4.2193
both,query,3.3215
both,query,6.4427
both,query,5.2138
both,query,5.5292
both,query,6.9388
both,query,1.8129
both,query,13.3045
both,query,6.4280
both,query,4.5479
both,query,2.1582
both,query,6.6328
both,query,5.3840
both,query,3.7979
both,query,7.9390
both,query,8.9416
both,query,6.7893
both,query,6.3712
both,query,2.4887
both,query,2.7823
both,query,3.2105
both,query,5.8193
both,query,3.8774
both,query,4.7950
both,query,1.5320
both,query,4.2551
both,query,1.6797
both,query,5.6939
both,query,7.3584
both,query,9.9178
both,query,5.0590
both,query,1.5765
both,query,2.1635
both,query,4.0711
both,query,6.8592
both,query,2.9272
both,query,4.0926
both,query,4.8784
both,query,4.4155
both,query,2.6850
both,query,2.9421
both,query,6.1403
both,query,7.6366
both,query,4.2473
both,query,9.4514
both,query,4.0133
both,query,2.1106
both,query,4.3654
both,query,2.1944
both,query,2.0137
both,query,2.4992
both,query,3.7606
both,query,8.4596
both,query,5.2763
both,query,5.2332
both,query,2.7111
both,query,4.4561
both,query,2.4256
both,query,3.9190
both,query,3.8384
both,query,5.1745
both,query,2.9167
both,query,4.1763
both,query,9.6156
both,query,2.8459
both,query,11.3382
both,query,2.4666
both,query,7.7105
both,query,9.4730
both,query,8.9061
both,query,1.9191
both,query,4.8498
both,query,3.7609
both,query,9.0851
both,query,5.9192
both,query,3.6736
both,query,2.2053
both,query,6.7872
both,query,2.9059
both,query,3.9914
both,query,3.3930
both,query,6.3998
both,query,5.3585
both,query,8.2084
both,query,3.0997
both,query,3.8069
both,query,3.7093
both,query,2.7472
both,query,7.8724
both,query,5.1543
both,query,8.4496
both,query,2.7213
both,query,5.8385
both,query,4.6729
both,query,4.3046
both,query,4.0118
both,query,6.1349
both,query,4.5363
both,query,5.5086
both,query,3.6490
both,query,1.3568
both,query,9.9948
both,query,5.8003
both,query,4.8485
both,query,3.9530
both,query,4.8091
both,query,7.5221
both,query,4.2834
both,query,4.6575
both,query,5.2385
both,query,5.8524
both,query,3.2686
both,query,3.6266
both,query,5.3434
both,query,5.0802
both,query,4.1880
both,query,5.1672
both,query,4.0093
both,query,5.5807
both,query,5.3757
both,query,3.0401
both,query,4.8474
both,query,8.1688
both,query,4.4035
both,query,3.4466
both,query,4.9895
both,query,3.6410
both,query,3.4284
both,query,6.6546
both,query,4.6031
both,query,5.1498
both,query,5.3263
both,query,3.9263
both,query,2.6207
both,query,4.2540
both,query,3.5467
both,query,7.9389
both,query,4.8883
both,query,4.1901
both,query,14.1472
both,query,5.0011
both,query,7.1391
both,query,4.2921
both,query,7.8898
both,query,10.1642
both,query,5.1426
both,query,4.2817
both,query,3.2463
both,query,2.8785
both,query,2.9108
both,query,7.0860
both,query,3.3657
both,query,6.6928
both,query,3.7302
both,query,3.2273
both,query,4.5674
both,query,6.8405
both,query,3.6491
both,query,4.1811
both,query,3.4837
both,query,2.6185
both,query,3.4460
both,query,2.5759
both,query,2.8847
both,query,4.0756
both,query,2.3392
both,query,5.9570
both,query,1.8186
both,query,3.4738
both,query,2.4646
both,query,3.3160
both,query,11.1162
both,query,5.0727
both,query,4.2263
both,query,4.7229
both,query,5.5561
both,query,7.9092
both,query,3.2380
both,query,3.9608
both,query,7.2080
both,query,3.4330
both,query,2.2894
both,query,3.8169
both,query,6.2050
both,query,6.7116
both,query,5.4174
both,query,5.4644
both,query,1.4402
both,query,5.1263
both,query,3.0711
both,query,6.2888
both,query,4.0776
both,query,3.2767
both,query,2.6339
both,query,6.1260
both,query,4.4842
both,query,5.2955
both,query,5.5609
both,query,4.5976
both,query,5.2806
both,query,7.1958
both,query,2.6547
both,query,6.0031
both,query,4.0784
both,query,3.7712
both,query,3.9706
both,query,4.5090
both,query,2.7602
both,query,3.6912
both,query,5.7752
both,query,6.2922
both,query,14.5239
both,query,5.7984
both,query,5.3046
both,query,2.1975
both,query,6.8615
both,query,5.2968
both,query,6.2913
both,query,3.5403
both,query,1.7803
both,query,4.4012
both,query,3.7867
both,query,1.5842
both,query,1.9849
both,query,3.6480
both,query,3.6183
both,query,2.9252
both,query,3.8524
both,query,6.5640
both,query,8.2939
both,query,3.3360
both,query,4.9987
both,query,5.2591
both,query,2.9230
both,query,3.1836
both,query,3.6833
both,query,4.7762
both,query,3.5141
both,query,4.2639
both,query,3.0274
both,query,3.9037
both,query,4.5215
both,query,2.4002
both,query,3.9249
both,query,8.9730
both,query,4.5546
both,query,6.0014
both,query,3.2891
both,query,4.0123
both,query,5.8758
both,query,2.9408
both,query,2.6701
both,query,4.1630
both,query,3.8754
both,query,5.3812
both,query,3.8503
both,query,4.3268
both,query,4.1470
both,query,4.6367
both,query,4.8974
both,query,2.9395
both,query,3.7267
both,query,4.7892
both,query,2.4561
both,query,6.0850
both,query,6.2949
both,query,3.9179
both,query,5.7890
both,query,7.3478
both,query,4.7480
both,query,3.1393
both,query,4.6809
both,query,2.7556
both,query,7.9450
both,query,2.8012
both,query,3.5483
both,query,4.3405
both,query,3.4140
both,query,2.9402
both,query,4.1157
both,query,7.8922
both,query,7.1982
both,query,4.6804
both,query,7.6432
both,query,2.4733
both,query,8.8896
both,query,1.4395
both,query,2.4070
both,query,3.3109
both,query,5.3123
both,query,4.0887
both,query,4.5914
both,query,3.0652
both,query,3.3439
both,query,3.0673
both,query,5.7680
both,query,6.3624
both,query,2.5800
both,query,4.8030
both,query,1.9286
both,query,2.3280
both,query,5.0412
both,query,4.8904
both,query,4.1693
both,query,2.2419
both,query,4.4342
both,query,4.0518
both,query,1.8860
both,query,3.2160
both,query,5.3237
both,query,12.4382
both,query,3.4671
both,query,4.9073
both,query,3.9990
both,query,4.0133
both,query,4.4969
both,query,2.8832
both,query,3.9239
both,query,7.4564
both,query,6.1143
both,query,5.1480
both,query,6.1856
both,query,4.1110
both,query,5.6838
both,query,3.1075
both,query,3.7905
both,query,3.3732
both,query,11.8938
both,query,13.6249
both,query,4.2593
both,query,5.9199
both,query,3.1767
both,query,2.9687
both,query,3.6769
both,query,4.3004
both,query,6.1666
both,query,4.5138
both,query,9.5245
both,query,5.9619
both,query,6.7769
both,query,9.4705
both,query,2.7108
both,query,8.9013
both,query,6.4918
both,query,2.8640
both,query,3.6856
both,query,2.0235
both,query,5.0641
both,query,13.0089
both,query,2.4285
both,query,3.0640
both,query,4.1288
both,query,3.8623
both,query,4.0543
both,query,4.2152
both,query,4.9472
both,query,4.1893
both,query,4.1185
both,query,4.6667
both,query,3.2358
both,query,3.7186
both,query,7.2630
both,query,7.1135
both,query,2.5287
both,query,4.8423
both,query,4.9432
both,query,3.2983
both,query,6.6583
both,query,5.6713
both,query,3.9877
both,query,9.5931
both,query,3.9235
both,query,2.4617
both,query,4.0301
both,query,11.6449
both,query,4.1218
both,query,11.7034
both,query,4.0115
both,query,6.6464
both,query,1.1516
both,query,5.5203
both,query,4.4121
both,query,4.8562
both,query,5.5116
both,query,3.6153
both,query,4.4771
both,query,4.0895
both,query,2.9605
both,query,2.5019
both,query,3.8878
both,query,4.3692
both,query,4.6557
both,query,4.7755
both,query,1.9325
both,query,2.7794
both,query,1.8500
both,query,1.9690
both,query,1.4455
both,query,1.4860
both,query,1.3637
both,query,1.4441
both,query,4.3010
both,query,3.4982
both,query,6.5958
both,query,6.5717
both,query,3.0276
both,query,2.9784
both,query,2.7358
both,query,3.4224
both,query,7.5145
both,query,5.8389
both,query,3.1977
both,query,2.2468
both,query,5.9652
both,query,5.0160
both,query,3.6336
both,query,6.4710
both,query,7.3199
both,query,2.8464
both,query,4.4017
both,query,5.2490
both,query,15.5166
both,query,9.3602
both,query,3.1180
both,query,6.9987
both,query,4.5826
both,query,2.7939
both,query,8.3568
both,query,2.5283
both,query,2.9106
both,query,4.0611
both,query,5.2158
both,query,8.5240
both,query,5.0702
both,query,5.1302
both,query,8.6769
both,query,2.2068
both,query,3.6160
both,query,3.9064
both,query,5.6217
both,query,3.9639
both,query,5.2791
both,query,4.4322
both,query,9.5064
both,query,7.4935
both,query,3.1735
both,query,5.2422
both,query,8.7719
both,query,2.5094
both,query,5.7910
both,query,2.4732
both,query,6.4396
both,query,2.1834
both,query,1.7373
both,query,3.4641
both,query,4.1495
both,query,3.5334
both,query,3.7976
both,query,4.0870
both,query,4.2932
both,query,3.7100
both,query,4.6586
both,query,2.9828
both,query,7.9926
both,query,2.9639
both,query,3.2289
both,query,5.6696
both,query,4.3601
both,query,4.9777
both,query,6.0512
both,query,7.9825
both,query,4.8449
both,query,4.8471
both,query,3.9370
both,query,5.3108
both,query,5.5857
both,query,6.9260
both,query,4.0522
both,query,3.2040
both,query,5.5152
both,query,1.8958
both,query,3.7641
both,query,2.9697
both,query,6.1137
both,query,5.3975
both,query,8.5894
both,query,4.0414
both,query,6.0416
both,query,3.4713
both,query,4.7587
both,query,4.9991
both,query,5.0778
both,query,3.6084
both,query,4.2091
both,query,1.3374
both,query,3.9769
both,query,5.2045
both,query,3.1994
both,query,4.2412
both,query,3.4832
both,query,2.3909
both,query,6.4363
both,query,4.4653
both,query,5.5871
both,query,3.2468
both,query,3.5912
both,query,6.2410
both,query,5.4595
both,query,3.8473
both,query,6.1920
both,query,5.4597
both,query,3.4497
both,query,4.4905
both,query,4.8739
both,query,1.9536
both,query,3.4019
both,query,3.3760
both,query,3.0750
both,query,5.0405
both,query,3.4053
both,query,4.9456
both,query,4.2079
both,query,1.5350
both,query,1.4318
both,query,2.3119
both,query,5.4531
both,query,2.1094
both,query,3.8509
both,query,1.9150
both,query,3.8852
both,query,3.6862
both,query,6.6334
both,query,2.7665
both,query,2.4798
both,query,4.1140
both,query,6.3178
both,query,3.5800
both,query,6.2296
both,query,4.7566
both,query,3.3212
both,query,3.9302
both,query,3.1160
both,query,6.2401
both,query,3.6438
both,query,5.7997
both,query,7.9739
both,query,3.6451
both,query,2.2062
both,query,2.3337
both,query,4.4510
both,query,3.2176
both,query,2.4796
both,query,3.3982
both,query,3.6655
