phase,measure,ms
both,query,7.1832
both,query,8.7993
both,query,6.7624
both,query,5.5335
both,query,7.8421
both,query,3.6384
both,query,3.1659
both,query,4.7896
both,query,2.8404
both,query,1.3164
both,query,2.1111
both,query,6.7653
both,query,12.5756
both,query,3.1842
both,query,4.6590
both,query,3.1974
both,query,4.4049
both,query,8.9246
both,query,3.5980
both,query,7.9246
both,query,9.9985
both,query,4.7508
both,query,6.2660
both,query,19.1186
both,query,3.1047
both,query,5.3378
both,query,4.7218
both,query,3.9867
both,query,3.2709
both,query,1.4107
both,query,2.0729
both,query,1.8415
both,query,2.5603
both,query,3.1354
both,query,5.0842
both,query,3.5590
both,query,2.8342
both,query,3.6544
both,query,6.5117
both,query,3.8154
both,query,5.9891
both,query,5.3990
both,query,3.3528
both,query,5.0477
both,query,2.3469
both,query,3.1153
both,query,5.0965
both,query,2.1195
both,query,15.6547
both,query,4.4948
both,query,3.2247
both,query,5.5843
both,query,4.4438
both,query,2.0053
both,query,1.7626
both,query,3.9843
both,query,4.0579
both,query,5.2493
both,query,5.4042
both,query,9.3285
both,query,6.7448
both,query,3.8149
both,query,1.7657
both,query,10.2959
both,query,6.3508
both,query,5.7421
both,query,3.1030
both,query,3.2021
both,query,4.3935
both,query,3.6605
both,query,5.0963
both,query,3.8998
both,query,6.3399
both,query,4.0991
both,query,4.4856
both,query,3.4725
both,query,9.5106
both,query,3.4762
both,query,5.1230
both,query,6.2861
both,query,6.4076
both,query,4.8499
both,query,3.7662
both,query,5.5339
both,query,5.7523
both,query,3.7618
both,query,3.7137
both,query,5.4555
both,query,5.3328
both,query,4.0894
both,query,5.3731
both,query,4.4258
both,query,6.1770
both,query,3.4029
both,query,4.5455
both,query,7.0316
both,query,4.8262
both,query,4.6422
both,query,5.4790
both,query,3.4781
both,query,4.5405
both,query,5.1856
both,query,2.9926
both,query,13.5972
both,query,9.9829
both,query,3.8464
both,query,5.3258
both,query,3.5298
both,query,1.8334
both,query,5.2118
both,query,5.0347
both,query,3.0309
both,query,2.5055
both,query,2.9297
both,query,3.8150
both,query,6.5207
both,query,3.5318
both,query,4.7591
both,query,10.2011
both,query,4.9921
both,query,3.4249
both,query,2.3020
both,query,7.9296
both,query,4.0965
both,query,4.2802
both,query,7.5752
both,query,4.9984
both,query,6.6786
both,query,3.2370
both,query,3.9559
both,query,2.1226
both,query,5.6106
both,query,6.7055
both,query,5.7795
both,query,3.7092
both,query,2.1174
both,query,1.7665
both,query,5.4261
both,query,5.2214
both,query,3.8269
both,query,4.1085
both,query,6.5260
both,query,1.8768
both,query,2.5665
both,query,10.8545
both,query,4.5751
both,query,2.0894
both,query,1.3335
both,query,11.1354
both,query,5.8139
both,query,3.7918
both,query,9.2997
both,query,2.3464
both,query,6.7682
both,query,3.1156
both,query,3.4073
both,query,4.0255
both,query,5.7592
both,query,4.2189
both,query,4.3807
both,query,7.6002
both,query,4.9150
both,query,3.2889
both,query,7.2544
both,query,6.6667
both,query,4.2594
both,query,2.2929
both,query,5.3024
both,query,3.3793
both,query,4.9799
both,query,6.7458
both,query,3.8916
both,query,4.2975
both,query,5.0264
both,query,5.8273
both,query,2.8553
both,query,4.8777
both,query,6.1883
both,query,4.5473
both,query,5.3234
both,query,4.4717
both,query,5.6434
both,query,4.6311
both,query,3.2024
both,query,6.6379
both,query,5.0585
both,query,5.6605
both,query,5.2847
both,query,4.2392
both,query,3.3950
both,query,4.9615
both,query,6.7070
both,query,11.4585
both,query,10.8268
both,query,6.0715
both,query,2.7133
both,query,5.0440
both,query,3.3614
both,query,1.9632
both,query,5.0314
both,query,3.9182
both,query,2.5846
both,query,9.8110
both,query,3.2949
both,query,3.7713
both,query,5.3808
both,query,7.6078
both,query,16.5879
both,query,10.2194
both,query,9.8661
both,query,2.5508
both,query,3.9055
both,query,8.0372
both,query,3.0669
both,query,5.3476
both,query,5.0727
both,query,2.7046
both,query,5.9112
both,query,13.3115
both,query,1.8122
both,query,3.5176
both,query,2.5636
both,query,4.8377
both,query,3.8897
both,query,6.9797
both,query,5.0499
both,query,5.7392
both,query,7.2297
both,query,2.1136
both,query,4.4822
both,query,2.8563
both,query,5.6894
both,query,5.5849
both,query,4.0945
both,query,4.6590
both,query,3.4289
both,query,4.6112
both,query,3.4842
both,query,5.4519
both,query,8.2708
both,query,2.1212
both,query,1.8322
both,query,2.6415
both,query,2.1326
both,query,1.3309
both,query,1.5499
both,query,1.2723
both,query,1.2892
both,query,10.4532
both,query,6.0143
both,query,3.3574
both,query,12.0414
both,query,4.1725
both,query,4.1032
both,query,4.5035
both,query,4.0735
both,query,1.6133
both,query,4.2032
both,query,8.2860
both,query,2.7667
both,query,3.2769
both,query,4.2933
both,query,3.7360
both,query,2.9606
both,query,7.8516
both,query,2.9976
both,query,5.5508
both,query,3.5865
both,query,5.6245
both,query,4.0140
both,query,3.6530
both,query,1.9962
both,query,4.5471
both,query,6.1959
both,query,5.9616
both,query,3.9705
both,query,5.6102
both,query,5.9791
both,query,3.5636
both,query,8.9176
both,query,6.6471
both,query,27.3116
both,query,6.2201
both,query,6.0925
both,query,4.6753
both,query,6.9125
both,query,4.9107
both,query,4.7734
both,query,5.9520
both,query,5.8502
both,query,6.3519
both,query,6.0342
both,query,6.0773
both,query,8.4149
both,query,8.8177
both,query,2.4888
both,query,1.2340
both,query,4.9632
both,query,5.0924
both,query,9.2442
both,query,4.0782
both,query,3.9895
both,query,4.6466
both,query,2.9668
both,query,4.9763
both,query,2.3910
both,query,13.9345
both,query,4.3945
both,query,1.9654
both,query,2.3960
both,query,4.9833
both,query,4.8183
both,query,5.3348
both,query,4.6202
both,query,4.5340
both,query,6.2355
both,query,3.0081
both,query,5.7755
both,query,3.2857
both,query,1.5940
both,query,4.5762
both,query,8.5416
both,query,12.1539
both,query,3.6302
both,query,6.4339
both,query,3.0668
both,query,8.3965
both,query,4.3633
both,query,5.3281
both,query,4.0454
both,query,4.4257
both,query,4.7538
both,query,6.2567
both,query,2.8551
both,query,2.0878
both,query,8.9613
both,query,3.1140
both,query,2.1461
both,query,5.2208
both,query,5.9896
both,query,8.1142
both,query,2.1026
both,query,3.7801
both,query,1.9627
both,query,1.5705
both,query,2.9065
both,query,2.4151
both,query,2.0196
both,query,5.9832
both,query,5.0443
both,query,7.9169
both,query,5.7327
both,query,5.2550
both,query,1.4877
both,query,5.4924
both,query,4.3979
both,query,3.5886
both,query,6.5949
both,query,5.9840
both,query,4.3610
both,query,3.9306
both,query,2.8720
both,query,6.5858
both,query,4.1083
both,query,3.0918
both,query,3.6125
both,query,2.3305
both,query,4.2937
both,query,9.0940
both,query,6.6762
both,query,2.5980
both,query,3.6913
both,query,8.0027
both,query,4.7412
both,query,4.7281
both,query,2.0907
both,query,3.0372
both,query,3.7350
both,query,3.5215
both,query,6.1316
both,query,4.0267
both,query,5.9311
both,query,3.2172
both,query,2.0686
both,query,4.8324
both,query,1.9926
both,query,3.3767
both,query,7.3695
both,query,4.0051
both,query,5.4231
both,query,4.2740
both,query,4.7127
both,query,5.8377
both,query,7.1594
both,query,6.2498
both,query,4.4261
both,query,3.7704
both,query,3.7979
both,query,8.3997
both,query,5.1464
both,query,10.6497
both,query,4.9485
both,query,2.3983
both,query,2.4067
both,query,3.2421
both,query,5.8852
both,query,4.3233
both,query,4.6968
both,query,4.0021
both,query,3.4871
both,query,3.6890
both,query,5.6808
both,query,3.2213
both,query,1.6531
both,query,1.9296
both,query,4.5643
both,query,3.4441
both,query,1.7351
both,query,1.7502
both,query,1.7711
both,query,1.6325
both,query,1.6103
both,query,1.6455
both,query,6.2910
both,query,4.0124
both,query,3.5416
both,query,1.6514
both,query,7.6087
both,query,2.1961
both,query,3.7525
both,query,3.6017
both,query,4.2146
both,query,3.4957
both,query,4.1793
both,query,3.5234
both,query,11.5733
both,query,6.0328
both,query,5.2360
both,query,2.1821
both,query,7.2810
both,query,4.5160
both,query,5.4635
both,query,3.4387
both,query,6.3461
both,query,10.2516
both,query,2.9184
both,query,2.0247
both,query,2.1505
both,query,2.2694
both,query,4.3420
both,query,1.8569
both,query,4.7344
both,query,4.4783
both,query,3.7605
both,query,1.9972
both,query,2.7490
both,query,3.4306
both,query,4.5482
both,query,1.7147
both,query,5.7636
both,query,3.3395
both,query,4.3750
both,query,4.9277
both,query,20.6750
both,query,4.1320
both,query,3.5835
both,query,3.4778
both,query,6.0196
both,query,1.4736
both,query,1.8859
both,query,3.8363
both,query,2.8109
both,query,3.9290
both,query,4.8186
both,query,2.1691
both,query,8.7137
both,query,5.4749
both,query,4.3106
both,query,4.2271
both,query,3.6084
both,query,3.3677
both,query,5.2946
both,query,2.0638
both,query,5.5313
both,query,2.6893
both,query,2.7825
both,query,4.8387
both,query,3.9574
both,query,4.4527
both,query,2.0794
both,query,4.2703
both,query,4.4128
both,query,5.1205
both,query,4.3586
both,query,4.4635
both,query,6.5378
both,query,15.2172
both,query,3.7237
both,query,3.9247
both,query,8.6283
both,query,4.4710
both,query,11.0960
both,query,2.4693
both,query,2.3429
both,query,4.4201
both,query,9.9454
both,query,6.1178
both,query,3.5683
both,query,4.2310
both,query,2.0237
both,query,4.5231
both,query,5.9889
both,query,4.3145
both,query,5.4545
both,query,1.6413
both,query,2.6033
both,query,3.6182
both,query,4.3119
both,query,3.4973
both,query,4.8978
both,query,3.9878
both,query,5.2568
both,query,4.7170
both,query,7.6105
both,query,3.7416
both,query,5.3811
both,query,2.2672
both,query,6.7109
both,query,2.7646
both,query,7.3906
both,query,3.7452
both,query,4.6196
both,query,4.4044
both,query,6.6425
both,query,3.4066
both,query,2.1695
both,query,5.1245
both,query,10.1252
both,query,2.0564
both,query,2.3503
both,query,5.0475
both,query,6.7242
both,query,2.9035
both,query,5.4843
both,query,6.2246
both,query,6.2417
both,query,2.7984
both,query,5.3511
both,query,16.9202
both,query,8.9822
both,query,5.5219
both,query,3.9539
both,query,5.3673
both,query,4.5492
both,query,4.1659
both,query,5.9249
both,query,9.0158
both,query,2.9615
both,query,5.4799
both,query,3.8327
both,query,6.5236
both,query,3.7055
both,query,8.5681
both,query,5.2628
both,query,1.4484
both,query,4.3262
both,query,4.6346
both,query,5.0151
both,query,2.8226
both,query,2.5952
both,query,4.5512
both,query,4.8233
both,query,6.7275
both,query,4.3305
both,query,5.7610
both,query,3.7824
both,query,4.9693
both,query,2.5971
both,query,4.2002
both,query,5.3516
both,query,3.1239
both,query,5.4334
both,query,2.2314
both,query,3.4603
both,query,6.1677
both,query,3.2042
both,query,4.9461
both,query,4.5326
both,query,4.0872
both,query,4.5965
both,query,7.3055
both,query,6.6496
both,query,8.2268
both,query,6.4873
both,query,6.0970
both,query,2.8230
both,query,4.9520
both,query,8.9372
both,query,1.9672
both,query,5.7375
both,query,5.1578
both,query,4.3542
both,query,4.4187
both,query,7.2787
both,query,3.6063
both,query,3.6452
both,query,3.3875
both,query,1.7583
both,query,3.2009
both,query,4.3834
both,query,8.0475
both,query,4.4843
both,query,2.0284
both,query,4.4728
both,query,1.6301
both,query,2.6934
both,query,2.6807
both,query,3.0684
both,query,5.8411
both,query,7.1048
both,query,3.2361
both,query,5.1695
both,query,5.3092
both,query,2.3143
both,query,7.9595
both,query,5.6695
both,query,2.1928
both,query,5.1477
both,query,5.4515
both,query,4.4249
both,query,3.0782
both,query,3.4711
both,query,6.3058
both,query,4.9093
both,query,3.0504
both,query,2.6409
both,query,4.9286
both,query,4.7496
both,query,2.8378
both,query,5.1884
both,query,4.0412
both,query,4.4652
both,query,6.7727
both,query,10.1451
both,query,2.8729
both,query,2.3668
both,query,9.0929
both,query,4.4683
both,query,28.7958
both,query,3.1813
both,query,3.3943
both,query,3.9597
both,query,4.5678
both,query,5.8608
both,query,3.8020
both,query,4.4076
both,query,5.2617
both,query,5.7074
both,query,4.6363
both,query,2.7701
both,query,5.2413
both,query,3.8672
both,query,12.5744
both,query,5.8745
both,query,7.2255
both,query,8.7630
both,query,5.0118
both,query,6.8543
both,query,10.9190
both,query,2.7357
both,query,8.0015
both,query,3.0123
both,query,3.6470
both,query,3.2026
both,query,3.4671
both,query,4.1887
both,query,3.8869
both,query,3.7888
both,query,4.8394
both,query,3.3465
both,query,7.1867
both,query,5.7949
both,query,4.8967
both,query,6.0211
both,query,3.8814
both,query,3.9129
both,query,9.2364
both,query,4.1048
both,query,4.1222
both,query,4.0962
both,query,3.7090
both,query,5.6505
both,query,3.2694
both,query,7.6574
both,query,10.3598
both,query,7.3277
both,query,5.0381
both,query,5.6506
both,query,3.6949
both,query,5.1973
both,query,11.1928
both,query,3.7315
both,query,4.9840
both,query,6.6727
both,query,5.5992
both,query,2.8261
both,query,7.2591
both,query,8.4189
both,query,3.8215
both,query,2.8126
both,query,2.6380
both,query,5.4274
both,query,3.3894
both,query,2.3246
both,query,6.0333
both,query,5.7278
both,query,3.2656
both,query,4.0818
both,query,8.0108
both,query,4.8663
both,query,3.5920
both,query,2.8251
both,query,5.2220
both,query,4.2841
both,query,3.0325
both,query,6.0261
both,query,4.4229
both,query,3.5982
both,query,4.1818
both,query,4.2885
both,query,5.5998
both,query,13.2459
both,query,5.2862
both,query,2.7663
both,query,5.0694
both,query,1.7311
both,query,4.8536
both,query,4.6625
both,query,5.8302
both,query,8.4046
both,query,4.1115
both,query,7.3561
both,query,2.6255
both,query,2.7295
both,query,2.1485
both,query,2.0748
both,query,2.8849
both,query,1.3632
both,query,22.0028
both,query,7.3513
both,query,6.6775
both,query,4.1020
both,query,8.1423
both,query,4.7243
both,query,3.4316
both,query,3.5618
both,query,4.0984
both,query,3.6953
both,query,11.6571
both,query,5.0540
both,query,3.6307
both,query,5.6365
both,query,3.2941
both,query,4.2395
both,query,4.0036
both,query,2.7899
both,query,6.8875
both,query,6.4762
both,query,3.4263
both,query,7.2227
both,query,3.4503
both,query,8.5062
both,query,2.2090
both,query,3.7938
both,query,3.1491
both,query,3.5933
both,query,3.1902
both,query,3.0140
both,query,3.2050
both,query,8.2246
both,query,3.7643
both,query,4.3527
both,query,3.0136
both,query,8.4432
both,query,8.7595
both,query,4.2354
both,query,7.3008
both,query,2.3778
both,query,5.1547
both,query,6.8972
both,query,6.7614
both,query,5.5081
both,query,7.5727
both,query,6.0546
both,query,3.6105
both,query,6.8844
both,query,4.3227
both,query,4.0004
both,query,2.7167
both,query,1.9698
both,query,3.9992
both,query,4.9320
both,query,3.5461
both,query,3.8447
both,query,6.0549
both,query,3.1929
both,query,5.8792
both,query,1.6344
both,query,1.9214
both,query,1.9169
both,query,3.8961
both,query,3.5898
both,query,3.0401
both,query,5.7239
both,query,2.8841
both,query,5.1007
both,query,2.4222
both,query,3.6017
both,query,4.9564
both,query,5.3694
both,query,2.9587
both,query,3.6717
both,query,3.4472
both,query,4.7423
both,query,4.7962
both,query,6.8190
both,query,3.8876
both,query,3.0401
both,query,6.5684
both,query,4.7309
both,query,4.0039
both,query,3.7360
both,query,5.5734
both,query,3.7529
both,query,5.6259
both,query,3.4015
both,query,2.3587
both,query,3.6289
both,query,4.4250
both,query,4.7223
both,query,6.8477
both,query,3.8963
both,query,2.8952
both,query,3.0321
both,query,1.3224
both,query,4.7092
both,query,2.4700
both,query,2.0948
both,query,32.1042
both,query,5.7403
both,query,7.9156
both,query,10.6578
both,query,3.0286
both,query,4.4622
both,query,4.9629
both,query,3.8738
both,query,3.8163
both,query,6.1447
both,query,2.9473
both,query,2.0223
both,query,5.7656
both,query,7.1106
both,query,5.0172
both,query,3.7729
both,query,15.2801
both,query,5.4782
both,query,4.9713
both,query,5.6070
both,query,6.5897
both,query,4.4427
both,query,2.3875
both,query,4.1541
both,query,1.9953
both,query,3.7286
both,query,3.3776
both,query,2.3835
both,query,3.7730
both,query,1.9842
both,query,6.2298
both,query,6.5607
both,query,3.2119
both,query,3.6239
both,query,2.4854
both,query,4.9058
both,query,4.5187
both,query,8.0179
both,query,2.9976
both,query,4.5248
both,query,4.0177
both,query,3.0430
both,query,1.7229
both,query,2.0195
both,query,3.7451
both,query,3.8258
both,query,2.9201
both,query,5.9117
both,query,8.3512
both,query,6.5343
both,query,30.7446
both,query,3.2448
both,query,5.7012
both,query,4.0288
both,query,5.6635
both,query,3.4783
both,query,2.4963
both,query,3.4450
both,query,3.1444
both,query,2.0270
both,query,2.8510
both,query,6.8496
both,query,5.0006
both,query,6.0655
both,query,3.6344
both,query,2.6957
both,query,1.8327
both,query,2.8978
both,query,3.3117
both,query,5.7212
both,query,5.2844
both,query,5.6145
both,query,5.5695
both,query,3.9572
both,query,2.9787
both,query,8.0170
both,query,6.9005
both,query,2.8819
both,query,2.6747
both,query,6.0086
both,query,4.7883
both,query,5.8598
both,query,3.0963
both,query,5.7554
both,query,5.4260
both,query,2.6694
both,query,2.7712
both,query,2.6672
both,query,8.0113
both,query,4.1016
both,query,2.6179
both,query,4.2433
both,query,5.2884
both,query,5.6986
both,query,5.7755
both,query,5.0654
both,query,6.7318
both,query,4.3793
both,query,6.7518
both,query,1.9295
both,query,10.8422
both,query,3.1753
both,query,2.8302
both,query,3.0302
both,query,5.3552
both,query,8.0647
both,query,4.7468
both,query,5.5799
both,query,4.9998
both,query,4.6296
both,query,7.3385
both,query,7.5853
both,query,3.5971
both,query,5.9885
both,query,3.1932
both,query,11.3764
both,query,6.6885
both,query,4.2113
both,query,2.7127
both,query,3.8596
both,query,4.7296
both,query,4.1652
both,query,4.1625
both,query,2.2614
both,query,2.6945
both,query,4.3126
both,query,3.8250
both,query,4.0436
both,query,4.2923
both,query,5.3896
both,query,5.1433
both,query,3.7431
both,query,4.1417
both,query,4.0506
both,query,6.6162
both,query,3.3860
both,query,5.0026
both,query,4.6125
both,query,3.4727
both,query,10.9472
both,query,3.1423
both,query,8.2308
both,query,6.8228
both,query,3.7690
both,query,7.0715
both,query,10.4229
both,query,8.6808
both,query,3.5930
both,query,2.6275
both,query,3.2180
both,query,4.3398
both,query,4.9092
both,query,4.4330
both,query,2.1488
both,query,3.4194
both,query,4.3235
both,query,3.1025
both,query,10.8883
both,query,9.6349
both,query,4.4032
both,query,3.7272
both,query,1.3550
both,query,3.2243
both,query,10.4110
both,query,3.8222
both,query,4.1608
both,query,2.5348
both,query,7.3802
both,query,4.7809
both,query,2.8887
both,query,7.9597
both,query,5.3700
both,query,2.4348
both,query,6.2080
both,query,3.5994
both,query,4.2214
both,query,11.5802
both,query,5.2320
both,query,3.5867
both,query,5.0054
both,query,3.6226
both,query,3.2540
both,query,4.0798
both,query,3.5335
both,query,2.3621
both,query,3.5169
both,query,8.6870
both,query,4.2738
both,query,2.3497
both,query,4.3867
both,query,6.0123
both,query,4.2726
both,query,3.2736
both,query,5.6739
both,query,4.7276
both,query,8.6183
both,query,6.6986
both,query,3.1648
both,query,2.3486
both,query,3.0485
both,query,3.4969
both,query,9.4495
both,query,2.7935
both,query,3.3611
both,query,3.5495
both,query,3.2160
both,query,1.3771
both,query,2.2789
both,query,3.5502
both,query,3.9765
both,query,3.9973
both,query,5.1253
both,query,5.7322
both,query,6.7362
both,query,3.5682
both,query,2.7465
both,query,3.9336
both,query,4.8637
both,query,4.9609
both,query,8.1734
both,query,6.8873
both,query,4.9403
both,query,3.2962
both,query,2.9387
both,query,2.3353
both,query,4.8548
both,query,7.2210
both,query,7.5733
both,query,4.9796
both,query,3.1591
both,query,2.2123
both,query,3.4406
both,query,10.7530
both,query,1.6388
both,query,1.8758
both,query,6.9761
both,query,4.3240
both,query,5.8854
both,query,5.9916
both,query,7.6462
both,query,4.4953
both,query,10.5775
both,query,6.1758
both,query,5.9725
both,query,5.1189
both,query,9.1583
both,query,4.4001
both,query,25.6470
both,query,3.0548
both,query,8.8382
both,query,7.4376
both,query,7.4627
both,query,3.3845
both,query,3.3026
both,query,1.9346
both,query,1.8975
both,query,3.9128
both,query,8.9188
both,query,2.0415
both,query,2.4726
both,query,2.0150
both,query,3.4609
both,query,3.9518
both,query,3.3395
both,query,7.8764
both,query,9.3643
both,query,16.0985
both,query,8.7597
both,query,4.6000
both,query,6.2773
both,query,1.9556
both,query,3.7076
both,query,3.6697
both,query,6.3868
both,query,2.4008
both,query,2.2939
both,query,5.4286
both,query,4.4899
both,query,3.1400
both,query,7.0689
both,query,6.1389
both,query,2.6910
both,query,3.0586
both,query,5.7282
both,query,6.5693
both,query,4.8150
both,query,15.9444
both,query,2.0857
both,query,3.3280
both,query,3.5467
both,query,6.8907
both,query,6.3316
both,query,5.6387
both,query,7.7730
both,query,4.8256
both,query,2.6156
both,query,6.4331
both,query,10.0301
both,query,5.1591
both,query,4.9932
both,query,6.7630
both,query,7.5133
both,query,2.2114
both,query,4.0704
both,query,6.1475
both,query,3.8855
both,query,3.7435
both,query,5.2825
both,query,1.4470
both,query,2.1077
both,query,1.8662
both,query,5.1725
both,query,4.8384
both,query,10.5223
both,query,2.6005
both,query,5.8805
both,query,11.2121
both,query,4.0126
both,query,1.6760
both,query,2.2806
both,query,6.0766
both,query,1.2233
both,query,3.7055
both,query,5.3207
both,query,6.7765
both,query,6.3183
both,query,6.3437
both,query,2.5163
both,query,4.3166
both,query,4.7323
both,query,3.5289
both,query,3.5524
both,query,4.4976
both,query,5.0049
both,query,4.4687
both,query,3.6699
both,query,3.1520
both,query,5.8510
both,query,2.8283
both,query,3.3940
both,query,12.2239
both,query,4.9670
both,query,5.3804
both,query,6.4750
both,query,5.6766
both,query,6.2661
both,query,3.4232
both,query,7.7107
both,query,6.0049
both,query,3.9488
both,query,5.6115
both,query,3.4046
both,query,3.4349
both,query,3.0793
both,query,3.4243
both,query,8.6793
both,query,3.1798
both,query,2.9961
both,query,6.5766
both,query,5.2707
both,query,1.8883
both,query,2.1740
both,query,2.2097
both,query,6.4949
both,query,6.5244
both,query,4.2385
both,query,4.5970
both,query,4.5012
both,query,5.4155
both,query,2.8630
both,query,3.6980
both,query,6.9202
both,query,4.6222
both,query,5.7469
both,query,3.0309
both,query,12.6849
both,query,2.0331
both,query,2.9245
both,query,2.1230
both,query,3.1769
both,query,7.2474
both,query,1.9118
both,query,1.9785
both,query,4.3042
both,query,4.5200
both,query,6.8058
both,query,4.7560
both,query,3.3152
both,query,5.5443
both,query,5.3107
both,query,1.6938
both,query,4.5276
both,query,10.4842
both,query,3.9683
both,query,4.1176
both,query,9.5417
both,query,6.9730
both,query,3.6953
both,query,1.8295
both,query,1.7800
both,query,8.0255
both,query,14.2590
both,query,3.4529
both,query,9.8625
both,query,3.7991
both,query,4.1354
both,query,6.0772
both,query,5.1789
both,query,4.8221
both,query,8.1625
both,query,3.0557
both,query,3.4350
both,query,3.2518
both,query,4.0706
both,query,3.0093
both,query,2.9739
both,query,8.2597
both,query,4.7780
both,query,4.7732
both,query,3.1455
both,query,3.9960
both,query,2.6443
both,query,2.3103
both,query,5.4721
both,query,8.3258
both,query,7.2914
both,query,6.4404
both,query,4.9124
both,query,4.4665
both,query,4.9039
both,query,2.1180
both,query,2.0983
both,query,5.2480
both,query,2.4187
both,query,8.7779
both,query,4.5012
both,query,3.0539
both,query,2.4761
both,query,4.6166
both,query,1.8537
both,query,4.6892
both,query,3.0891
both,query,4.1888
both,query,1.7422
both,query,5.0683
both,query,9.7316
both,query,2.8704
both,query,3.0448
both,query,3.7838
both,query,6.7836
both,query,2.9397
both,query,4.9370
both,query,3.5773
both,query,4.3306
both,query,3.6869
both,query,3.5999
both,query,3.9870
both,query,2.5546
both,query,4.4662
both,query,2.2025
both,query,2.6428
both,query,5.0457
both,query,4.8968
both,query,3.5437
both,query,4.6758
both,query,4.3495
both,query,1.9350
both,query,1.7576
both,query,2.9019
both,query,2.2449
both,query,3.2150
both,query,1.4807
both,query,4.0142
both,query,3.0940
both,query,4.5341
both,query,2.2919
both,query,3.4170
both,query,2.9959
both,query,6.3663
both,query,6.0842
both,query,4.3618
both,query,7.0718
both,query,16.4992
both,query,4.0421
both,query,3.2582
both,query,4.0126
both,query,4.1874
both,query,4.3470
both,query,7.7257
both,query,12.0754
both,query,1.9993
both,query,3.1611
both,query,21.4214
both,query,4.1687
both,query,3.0139
both,query,5.3179
both,query,16.1699
both,query,3.7914
both,query,8.3771
both,query,2.4370
both,query,3.2727
both,query,2.0265
both,query,16.1208
both,query,4.1056
both,query,14.5023
both,query,6.3758
both,query,4.7802
both,query,3.9142
both,query,4.2424
both,query,15.0413
both,query,6.7293
both,query,3.5644
both,query,5.8887
both,query,9.4132
both,query,2.8296
both,query,3.0663
both,query,8.3812
both,query,3.2595
both,query,4.3424
both,query,3.2413
both,query,4.6459
both,query,4.8754
both,query,4.5292
both,query,3.4987
both,query,3.5297
both,query,3.0421
both,query,4.9418
both,query,3.2641
both,query,4.0462
both,query,3.5140
both,query,5.7199
both,query,4.7052
both,query,3.2898
both,query,4.0284
both,query,6.2121
both,query,4.2288
both,query,4.9938
both,query,1.3406
both,query,8.9952
both,query,3.4887
both,query,8.8331
both,query,4.3423
both,query,3.2046
both,query,5.2702
both,query,6.9603
both,query,24.3085
both,query,5.9070
both,query,3.9090
both,query,14.7440
both,query,3.6092
both,query,10.3276
both,query,7.2739
both,query,3.7119
