phase,measure,ms
both,query,5.3016
both,query,9.1486
both,query,16.7346
both,query,5.1389
both,query,4.0185
both,query,4.1903
both,query,4.3712
both,query,3.3624
both,query,3.2222
both,query,2.8705
both,query,3.9978
both,query,4.3479
both,query,9.1239
both,query,4.3028
both,query,1.9582
both,query,13.3912
both,query,7.0381
both,query,2.4369
both,query,3.9450
both,query,4.0846
both,query,3.5877
both,query,2.2486
both,query,4.6390
both,query,6.5107
both,query,3.0639
both,query,2.9788
both,query,5.1128
both,query,6.4165
both,query,6.3413
both,query,5.6465
both,query,3.5723
both,query,6.1771
both,query,3.4709
both,query,6.4833
both,query,5.0241
both,query,12.7280
both,query,5.3925
both,query,3.7755
both,query,6.8319
both,query,6.8817
both,query,4.7367
both,query,4.0284
both,query,3.7464
both,query,4.3548
both,query,2.5658
both,query,2.7294
both,query,10.4519
both,query,3.1504
both,query,2.7986
both,query,9.0498
both,query,8.7200
both,query,15.0543
both,query,1.9653
both,query,2.2052
both,query,2.8278
both,query,3.1011
both,query,2.9673
both,query,2.8168
both,query,3.5160
both,query,4.0001
both,query,3.3151
both,query,2.8871
both,query,1.8953
both,query,1.9861
both,query,5.2559
both,query,2.3924
both,query,2.2249
both,query,3.8406
both,query,1.3059
both,query,6.5091
both,query,2.3196
both,query,1.7053
both,query,1.8807
both,query,3.5367
both,query,4.0177
both,query,3.0869
both,query,4.6062
both,query,3.4352
both,query,4.7959
both,query,4.6975
both,query,4.0231
both,query,7.2553
both,query,3.9109
both,query,6.8244
both,query,5.5481
both,query,4.5038
both,query,13.4220
both,query,7.3091
both,query,6.4859
both,query,2.3079
both,query,7.2903
both,query,7.9084
both,query,1.8630
both,query,2.5439
both,query,8.3164
both,query,4.5650
both,query,3.3857
both,query,3.7598
both,query,6.1826
both,query,13.0561
both,query,5.3949
both,query,5.8762
both,query,4.7655
both,query,8.8026
both,query,3.3056
both,query,7.5176
both,query,3.7241
both,query,3.0429
both,query,2.2328
both,query,3.9589
both,query,3.7244
both,query,2.7516
both,query,3.9537
both,query,4.3862
both,query,4.2397
both,query,3.3685
both,query,2.5456
both,query,1.8999
both,query,2.3518
both,query,5.5256
both,query,5.4035
both,query,3.9540
both,query,3.7352
both,query,7.2952
both,query,5.2846
both,query,3.8301
both,query,2.5556
both,query,2.0244
both,query,2.2946
both,query,1.7089
both,query,4.2791
both,query,4.1237
both,query,5.6687
both,query,4.4010
both,query,7.0948
both,query,7.7267
both,query,3.5505
both,query,2.0311
both,query,6.6794
both,query,6.5921
both,query,6.7153
both,query,3.9781
both,query,2.9034
both,query,3.3875
both,query,2.8308
both,query,3.1094
both,query,4.0780
both,query,2.7417
both,query,4.0480
both,query,3.7804
both,query,4.9094
both,query,5.5465
both,query,3.0119
both,query,9.4757
both,query,2.4173
both,query,3.7372
both,query,5.8262
both,query,9.7513
both,query,5.0921
both,query,3.1828
both,query,5.4754
both,query,7.0797
both,query,4.4931
both,query,4.3190
both,query,4.4588
both,query,3.0132
both,query,4.6459
both,query,6.4832
both,query,6.5550
both,query,4.2702
both,query,2.0929
both,query,6.9332
both,query,6.5395
both,query,2.1753
both,query,2.8430
both,query,2.8969
both,query,2.4830
both,query,2.7076
both,query,1.6893
both,query,3.5622
both,query,4.0434
both,query,9.7574
both,query,3.8317
both,query,3.2913
both,query,16.8504
both,query,5.1646
both,query,8.6398
both,query,1.6881
both,query,6.9903
both,query,8.2350
both,query,6.1437
both,query,6.2338
both,query,4.1839
both,query,1.4742
both,query,9.5937
both,query,8.4320
both,query,11.4370
both,query,7.4138
both,query,10.6630
both,query,6.3700
both,query,2.8271
both,query,7.4683
both,query,2.5127
both,query,3.2476
both,query,5.1515
both,query,10.2075
both,query,6.1468
both,query,6.2660
both,query,4.1053
both,query,3.8675
both,query,7.0049
both,query,10.4371
both,query,4.5464
both,query,2.8752
both,query,1.5905
both,query,2.1685
both,query,3.4542
both,query,10.9314
both,query,5.0315
both,query,6.0333
both,query,2.7565
both,query,2.8636
both,query,3.7930
both,query,1.8214
both,query,2.2272
both,query,3.3165
both,query,3.0908
both,query,4.1819
both,query,3.4042
both,query,7.4684
both,query,6.1032
both,query,1.8324
both,query,1.9260
both,query,3.0178
both,query,3.8663
both,query,5.1067
both,query,4.1352
both,query,3.1467
both,query,3.7831
both,query,6.5568
both,query,6.2011
both,query,5.7324
both,query,3.6505
both,query,3.9739
both,query,5.0404
both,query,6.2727
both,query,4.3405
both,query,6.3242
both,query,9.3993
both,query,4.0086
both,query,5.0738
both,query,4.6368
both,query,3.2036
both,query,5.5019
both,query,3.4430
both,query,7.5740
both,query,5.3147
both,query,4.1278
both,query,2.7037
both,query,6.0831
both,query,5.0559
both,query,6.9316
both,query,1.8605
both,query,4.0822
both,query,3.6459
both,query,2.9724
both,query,4.2964
both,query,5.0912
both,query,5.8484
both,query,7.9327
both,query,2.9784
both,query,2.2637
both,query,4.2184
both,query,3.1321
both,query,8.7507
both,query,4.1391
both,query,2.7218
both,query,1.5570
both,query,4.6540
both,query,3.7325
both,query,1.5701
both,query,3.7587
both,query,5.2399
both,query,6.6585
both,query,4.6340
both,query,3.1693
both,query,8.1194
both,query,8.3272
both,query,6.1664
both,query,1.2322
both,query,4.8344
both,query,4.2670
both,query,2.5629
both,query,10.1247
both,query,3.6841
both,query,4.7906
both,query,3.9273
both,query,2.0012
both,query,4.5652
both,query,2.3028
both,query,3.6108
both,query,9.0471
both,query,4.4162
both,query,4.0519
both,query,11.8897
both,query,7.9802
both,query,3.5606
both,query,4.5254
both,query,4.0435
both,query,6.1514
both,query,3.7401
both,query,5.4284
both,query,2.1931
both,query,7.3149
both,query,1.8583
both,query,3.5381
both,query,6.4210
both,query,4.4216
both,query,5.5178
both,query,4.8751
both,query,3.0755
both,query,3.5146
both,query,4.0817
both,query,4.0778
both,query,5.2533
both,query,3.7718
both,query,4.9798
both,query,3.3677
both,query,9.4374
both,query,4.0898
both,query,5.0603
both,query,6.2575
both,query,4.3515
both,query,5.1022
both,query,10.5435
both,query,2.7882
both,query,6.1061
both,query,4.9657
both,query,7.4177
both,query,3.3298
both,query,3.8869
both,query,5.3034
both,query,4.8473
both,query,2.0795
both,query,3.6015
both,query,9.8773
both,query,4.0047
both,query,2.5177
both,query,4.3439
both,query,3.4801
both,query,3.7810
both,query,8.6978
both,query,3.3012
both,query,3.7881
both,query,4.6791
both,query,4.8266
both,query,3.5656
both,query,5.2670
both,query,3.0719
both,query,5.2960
both,query,2.6364
both,query,6.3642
both,query,1.8462
both,query,3.4072
both,query,4.5284
both,query,2.0278
both,query,1.9956
both,query,3.8740
both,query,1.2572
both,query,11.2069
both,query,2.8165
both,query,2.1169
both,query,3.9989
both,query,3.2733
both,query,3.7620
both,query,4.2410
both,query,4.1004
both,query,5.6490
both,query,5.3104
both,query,5.1443
both,query,6.4662
both,query,3.1239
both,query,8.2208
both,query,1.8384
both,query,3.1693
both,query,12.0377
both,query,4.5366
both,query,6.2198
both,query,3.4092
both,query,3.7518
both,query,5.7681
both,query,4.1962
both,query,3.0648
both,query,5.6928
both,query,5.5822
both,query,3.5253
both,query,6.1638
both,query,4.8277
both,query,5.5883
both,query,5.9925
both,query,1.9566
both,query,2.7757
both,query,4.6606
both,query,3.1484
both,query,11.6325
both,query,6.5485
both,query,2.0293
both,query,16.9204
both,query,5.5324
both,query,4.8984
both,query,9.3520
both,query,4.4305
both,query,7.5647
both,query,5.9768
both,query,2.5882
both,query,1.4374
both,query,6.8803
both,query,2.3876
both,query,2.9455
both,query,2.5824
both,query,2.8147
both,query,3.7051
both,query,4.0559
both,query,3.9210
both,query,9.9168
both,query,3.3945
both,query,3.9821
both,query,3.2882
both,query,4.5757
both,query,3.5396
both,query,8.4285
both,query,5.9955
both,query,8.6305
both,query,8.4162
both,query,4.8811
both,query,3.4020
both,query,3.1533
both,query,5.4153
both,query,16.5745
both,query,2.7765
both,query,5.3002
both,query,4.1285
both,query,2.2999
both,query,4.8384
both,query,3.7084
both,query,3.7690
both,query,6.5056
both,query,5.2084
both,query,4.9966
both,query,2.2486
both,query,7.7969
both,query,3.6097
both,query,6.8148
both,query,2.3275
both,query,3.8627
both,query,4.0663
both,query,2.1212
both,query,2.5874
both,query,5.2780
both,query,3.2201
both,query,2.4617
both,query,8.0488
both,query,4.8179
both,query,1.8007
both,query,2.2852
both,query,3.0109
both,query,2.0390
both,query,1.4490
both,query,1.3627
both,query,5.4498
both,query,1.9598
both,query,1.8969
both,query,3.5520
both,query,4.8568
both,query,4.0995
both,query,5.3840
both,query,5.8389
both,query,3.8639
both,query,2.6864
both,query,2.1959
both,query,3.0470
both,query,3.5474
both,query,6.1258
both,query,26.3082
both,query,8.7824
both,query,5.2595
both,query,4.3188
both,query,1.7062
both,query,5.0987
both,query,4.5347
both,query,2.0824
both,query,3.5684
both,query,4.5688
both,query,5.1871
both,query,6.4091
both,query,6.4331
both,query,8.4303
both,query,6.8965
both,query,6.6610
both,query,4.9548
both,query,3.4542
both,query,7.7999
both,query,13.6158
both,query,5.2157
both,query,2.9492
both,query,3.7746
both,query,2.5510
both,query,6.4713
both,query,4.1611
both,query,4.3495
both,query,4.5420
both,query,3.7084
both,query,2.6894
both,query,2.4435
both,query,4.4977
both,query,5.2050
both,query,7.2367
both,query,3.8064
both,query,12.3670
both,query,2.8293
both,query,4.0757
both,query,4.9187
both,query,5.7989
both,query,4.0107
both,query,3.6781
both,query,6.4123
both,query,8.0441
both,query,1.2996
both,query,4.3773
both,query,4.7378
both,query,3.6084
both,query,5.9046
both,query,3.9208
both,query,6.0725
both,query,4.1971
both,query,3.6419
both,query,4.4530
both,query,4.1270
both,query,9.7462
both,query,10.3674
both,query,4.9356
both,query,4.9960
both,query,5.9965
both,query,4.3237
both,query,3.1835
both,query,5.3481
both,query,2.9473
both,query,5.6410
both,query,4.4868
both,query,11.4137
both,query,4.7883
both,query,6.3795
both,query,6.0230
both,query,4.5078
both,query,3.9837
both,query,3.1611
both,query,6.2079
both,query,2.2112
both,query,3.7591
both,query,4.3786
both,query,7.7875
both,query,3.9809
both,query,3.9876
both,query,1.4345
both,query,3.6052
both,query,2.1457
both,query,1.9417
both,query,1.5465
both,query,3.0344
both,query,9.5224
both,query,5.5864
both,query,5.6871
both,query,4.2776
both,query,4.7453
both,query,3.4963
both,query,4.2948
both,query,2.8956
both,query,10.6536
both,query,4.7310
both,query,4.7349
both,query,4.4718
both,query,4.2363
both,query,5.8316
both,query,9.1611
both,query,6.7855
both,query,9.5001
both,query,5.6220
both,query,5.3300
both,query,4.8087
both,query,3.9915
both,query,6.7700
both,query,8.1891
both,query,4.8173
both,query,3.0593
both,query,3.6609
both,query,5.0875
both,query,4.1005
both,query,3.0819
both,query,4.0782
both,query,6.1525
both,query,5.8996
both,query,3.1305
both,query,4.8420
both,query,12.5684
both,query,13.0410
both,query,15.9110
both,query,9.9357
both,query,2.8882
both,query,3.9370
both,query,2.8298
both,query,2.6920
both,query,7.0921
both,query,2.2493
both,query,4.8819
both,query,4.0737
both,query,4.2798
both,query,9.8591
both,query,5.3141
both,query,4.0615
both,query,3.0043
both,query,5.0093
both,query,5.1228
both,query,4.0119
both,query,6.2754
both,query,3.5343
both,query,3.5419
both,query,6.5272
both,query,7.2296
both,query,4.7915
both,query,3.7354
both,query,4.3480
both,query,6.1310
both,query,3.9444
both,query,7.2910
both,query,6.3650
both,query,3.2847
both,query,2.0938
both,query,5.1170
both,query,1.6504
both,query,1.8387
both,query,3.5168
both,query,5.0050
both,query,9.0011
both,query,5.3232
both,query,6.3061
both,query,4.8132
both,query,3.2389
both,query,2.4002
both,query,7.3637
both,query,2.1292
both,query,5.0926
both,query,4.0728
both,query,5.8543
both,query,7.7046
both,query,8.2342
both,query,5.7181
both,query,5.1344
both,query,7.3730
both,query,4.3312
both,query,3.4909
both,query,3.6931
both,query,2.9177
both,query,2.5909
both,query,4.3862
both,query,15.2636
both,query,1.9010
both,query,2.4492
both,query,2.2918
both,query,2.3841
both,query,12.6583
both,query,3.9234
both,query,2.6421
both,query,3.0529
both,query,5.3878
both,query,5.2301
both,query,4.4513
both,query,3.7039
both,query,4.4082
both,query,4.4377
both,query,3.5972
both,query,2.5929
both,query,9.1500
both,query,8.4286
both,query,10.4853
both,query,3.3830
both,query,7.2876
both,query,4.8469
both,query,2.0358
both,query,9.0200
both,query,5.3435
both,query,3.8079
both,query,3.6276
both,query,8.3338
both,query,6.7907
both,query,3.0221
both,query,5.9524
both,query,10.2856
both,query,6.4273
both,query,5.0000
both,query,5.5815
both,query,9.5601
both,query,15.6171
both,query,4.2719
both,query,2.7008
both,query,5.1552
both,query,10.8744
both,query,3.3634
both,query,4.7110
both,query,2.5125
both,query,2.0974
both,query,3.7932
both,query,2.3270
both,query,8.2407
both,query,7.8011
both,query,6.3905
both,query,3.6972
both,query,2.6522
both,query,4.1404
both,query,3.1537
both,query,2.5740
both,query,5.5030
both,query,5.0219
both,query,7.1901
both,query,4.5067
both,query,3.7096
both,query,6.0331
both,query,14.9031
both,query,8.8187
both,query,2.9642
both,query,9.0689
both,query,3.1003
both,query,3.9564
both,query,2.2926
both,query,4.5049
both,query,4.2494
both,query,4.4184
both,query,4.0310
both,query,5.3426
both,query,8.8115
both,query,2.2618
both,query,3.6778
both,query,3.5506
both,query,4.5810
both,query,7.1136
both,query,2.7365
both,query,4.1752
both,query,3.0075
both,query,1.4959
both,query,4.0414
both,query,5.0232
both,query,3.5616
both,query,5.1675
both,query,1.7291
both,query,4.4537
both,query,6.6370
both,query,4.1960
both,query,2.8593
both,query,3.6011
both,query,4.2532
both,query,3.2211
both,query,2.4897
both,query,3.9325
both,query,3.9989
both,query,3.5132
both,query,3.3659
both,query,5.9801
both,query,3.5549
both,query,4.6528
both,query,2.6295
both,query,6.6756
both,query,3.4133
both,query,1.5973
both,query,4.0216
both,query,2.6164
both,query,4.3364
both,query,3.1247
both,query,4.1666
both,query,8.5837
both,query,3.7437
both,query,6.9075
both,query,6.1682
both,query,2.7477
both,query,5.7557
both,query,2.2311
both,query,8.3221
both,query,4.6748
both,query,7.3544
both,query,6.4570
both,query,2.9826
both,query,5.1829
both,query,2.7492
both,query,6.3401
both,query,6.3927
both,query,3.9985
both,query,4.2950
both,query,6.1013
both,query,6.3151
both,query,4.0039
both,query,2.5548
both,query,6.0262
both,query,4.3849
both,query,2.6468
both,query,5.9301
both,query,2.7592
both,query,14.6587
both,query,6.1643
both,query,14.7481
both,query,4.8264
both,query,4.2558
both,query,4.7708
both,query,5.7041
both,query,1.9190
both,query,2.0856
both,query,2.4932
both,query,3.1491
both,query,7.4373
both,query,11.4424
both,query,2.4507
both,query,6.6880
both,query,9.6765
both,query,4.9365
both,query,3.9707
both,query,4.4473
both,query,4.2341
both,query,6.3240
both,query,4.3197
both,query,11.9334
both,query,5.0423
both,query,8.9759
both,query,4.6520
both,query,5.8881
both,query,4.9811
both,query,3.8984
both,query,3.1749
both,query,3.5600
both,query,3.4102
both,query,3.1072
both,query,2.8638
both,query,2.0071
both,query,6.4689
both,query,11.4397
both,query,6.4275
both,query,4.6380
both,query,3.1498
both,query,4.3768
both,query,7.4675
both,query,4.4588
both,query,3.1275
both,query,3.5785
both,query,6.5493
both,query,2.9411
both,query,4.2814
both,query,4.7831
both,query,1.9186
both,query,3.5845
both,query,4.1988
both,query,3.3011
both,query,3.1334
both,query,4.6209
both,query,4.4382
both,query,5.3477
both,query,4.7032
both,query,2.3147
both,query,5.5329
both,query,12.6690
both,query,6.5250
both,query,6.5215
both,query,2.6059
both,query,1.5511
both,query,5.4434
both,query,3.5800
both,query,3.7390
both,query,4.2628
both,query,3.4536
both,query,4.0186
both,query,4.6049
both,query,6.7539
both,query,5.5830
both,query,3.6622
both,query,5.1752
both,query,7.7532
both,query,2.5789
both,query,4.5651
both,query,5.6592
both,query,4.6662
both,query,2.9430
both,query,6.2490
both,query,6.6546
both,query,3.0516
both,query,2.2345
both,query,3.9946
both,query,6.0400
both,query,6.9189
both,query,6.9530
both,query,5.0814
both,query,4.4958
both,query,8.6960
both,query,7.7344
both,query,5.9635
both,query,3.8927
both,query,3.8547
both,query,6.1563
both,query,4.6951
both,query,6.1346
both,query,3.3984
both,query,3.2965
both,query,2.7066
both,query,7.5031
both,query,5.8622
both,query,2.9964
both,query,5.6840
both,query,6.7813
both,query,2.8244
both,query,2.4813
both,query,3.4962
both,query,1.8270
both,query,7.1979
both,query,2.0362
both,query,9.9172
both,query,4.2381
both,query,4.6968
both,query,4.9485
both,query,2.6746
both,query,3.4943
both,query,3.6300
both,query,3.3602
both,query,4.1697
both,query,3.7528
both,query,3.1730
both,query,2.4531
both,query,4.4100
both,query,11.7239
both,query,5.3820
both,query,2.9728
both,query,5.7694
both,query,5.6588
both,query,7.2937
both,query,4.3585
both,query,5.4800
both,query,3.4488
both,query,2.8346
both,query,2.2238
both,query,5.3531
both,query,3.6355
both,query,7.7484
both,query,3.4739
both,query,5.2390
both,query,2.3180
both,query,3.5497
both,query,5.2522
both,query,3.1751
both,query,2.4097
both,query,2.5835
both,query,10.0467
both,query,5.4377
both,query,1.4010
both,query,5.7722
both,query,3.8879
both,query,5.1854
both,query,3.1248
both,query,3.5751
both,query,2.7523
both,query,3.6216
both,query,3.4419
both,query,1.7306
both,query,1.2728
both,query,7.5995
both,query,3.2009
both,query,3.7009
both,query,5.1219
both,query,3.9145
both,query,3.1488
both,query,4.8228
both,query,4.8035
both,query,3.8577
both,query,3.9944
both,query,5.4132
both,query,5.6443
both,query,4.3416
both,query,4.0689
both,query,2.9335
both,query,25.8984
both,query,4.7758
both,query,4.3121
both,query,5.5696
both,query,5.4713
both,query,5.9995
both,query,2.3428
both,query,3.2577
both,query,1.6554
both,query,3.1832
both,query,6.8033
both,query,11.8634
both,query,2.8873
both,query,2.3847
both,query,2.9919
both,query,4.6755
both,query,3.4694
both,query,6.3070
both,query,6.3310
both,query,6.9868
both,query,7.2441
both,query,3.5272
both,query,3.9697
both,query,1.7627
both,query,6.3246
both,query,4.5804
both,query,3.3597
both,query,3.9326
both,query,2.8103
both,query,4.5748
both,query,4.2249
both,query,6.1595
both,query,3.5489
both,query,9.3913
both,query,4.2368
both,query,5.5300
both,query,3.3280
both,query,2.7742
both,query,3.2309
both,query,3.3371
both,query,4.2683
both,query,5.5424
both,query,7.2100
both,query,3.1261
both,query,7.0995
both,query,5.1199
both,query,7.8522
both,query,10.9513
both,query,4.5397
both,query,5.5895
both,query,6.9991
both,query,5.0010
both,query,3.8373
both,query,3.0721
both,query,5.5274
both,query,3.1983
both,query,3.8945
both,query,1.6589
both,query,6.6154
both,query,6.1093
both,query,6.3884
both,query,3.3674
both,query,4.4428
both,query,2.9425
both,query,2.8676
both,query,4.3369
both,query,4.0081
both,query,2.0585
both,query,2.1369
both,query,9.8261
both,query,5.4139
both,query,6.3089
both,query,5.3175
both,query,2.9675
both,query,3.8980
both,query,3.5126
both,query,3.6298
both,query,3.5793
both,query,4.5319
both,query,4.4800
both,query,4.5491
both,query,2.0161
both,query,3.0978
both,query,2.5208
both,query,6.2331
both,query,2.8698
both,query,5.7870
both,query,5.0013
both,query,12.0087
both,query,3.1832
both,query,6.5698
both,query,3.3125
both,query,4.0297
both,query,2.8235
both,query,3.4220
both,query,5.1465
both,query,4.8805
both,query,4.4828
both,query,4.5681
both,query,12.0994
both,query,4.6982
both,query,4.0841
both,query,4.3917
both,query,24.8099
both,query,4.7499
both,query,2.9712
both,query,8.7519
both,query,5.4506
both,query,4.8749
both,query,4.8112
both,query,4.1828
both,query,4.8895
both,query,1.9957
both,query,3.0078
both,query,4.2227
both,query,6.3961
both,query,3.5252
both,query,2.5343
both,query,4.2266
both,query,4.3418
both,query,3.6539
both,query,1.9377
both,query,9.9258
both,query,8.8460
both,query,4.1314
both,query,4.1337
both,query,8.1177
both,query,3.7954
both,query,3.6073
both,query,6.8992
both,query,4.2971
both,query,3.2992
both,query,4.7810
both,query,8.9332
both,query,5.9062
both,query,6.9736
both,query,5.9016
both,query,4.7355
both,query,17.0575
both,query,5.8642
both,query,4.6192
both,query,5.3472
both,query,4.0098
both,query,4.3807
both,query,5.0054
both,query,4.6998
both,query,2.8797
both,query,2.2874
both,query,4.6580
both,query,4.6440
both,query,4.7669
both,query,7.3905
both,query,4.2032
both,query,10.0484
both,query,5.0499
both,query,4.3230
both,query,2.6644
both,query,2.8635
both,query,2.4344
both,query,2.6204
both,query,1.4265
both,query,7.1030
both,query,4.6481
both,query,2.3962
both,query,3.2880
both,query,3.9843
both,query,3.8254
both,query,2.8256
both,query,1.4134
both,query,3.7255
both,query,2.8526
both,query,4.3892
both,query,12.8453
both,query,4.1744
both,query,3.9579
both,query,5.1020
both,query,3.3059
both,query,6.5129
both,query,3.9451
both,query,4.0450
both,query,3.7017
both,query,6.3600
both,query,4.9501
both,query,4.5283
both,query,4.4913
both,query,2.7110
both,query,3.5527
both,query,3.0323
both,query,2.6995
both,query,2.2291
both,query,3.2248
both,query,4.4769
both,query,7.2096
both,query,4.4535
both,query,4.0271
both,query,8.8739
both,query,2.2562
both,query,4.4221
both,query,3.9360
both,query,4.0929
both,query,5.8647
both,query,4.2780
both,query,7.2952
both,query,12.3920
both,query,5.1469
both,query,3.8878
both,query,9.4180
both,query,3.9418
both,query,3.3261
both,query,2.1272
both,query,5.2841
both,query,8.0728
both,query,1.9518
both,query,1.9746
both,query,5.2969
both,query,7.5430
both,query,3.1387
both,query,4.2489
both,query,4.7613
both,query,5.4236
both,query,4.8282
both,query,2.8977
both,query,6.4691
both,query,6.6795
both,query,2.7359
both,query,8.4984
both,query,4.1285
both,query,1.8786
both,query,2.2594
both,query,4.2985
both,query,2.6577
both,query,4.3049
both,query,3.3175
both,query,6.7375
both,query,2.1420
both,query,2.8679
both,query,1.7201
both,query,3.0501
both,query,3.0886
both,query,7.5246
both,query,3.3473
